Audio_ID,File_Name,Codec,Dataset,System_ID,Label,Trim_Status,Usage,Vocoder_Type,Task,Team,Gender,Category
TFM1,DF_E_2584284,oggm4a,vcc2020,Task2-team23,0,notrim,eval,neural_vocoder_autoregressive,Task2,team23,MM,F
TFM1,DF_E_2018100,oggm4a,vcc2020,Task2-team19,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,MM,F
TEM1,DF_E_2347412,oggm4a,vcc2020,Task1-team33,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team33,FM,E
LA_0003,DF_E_2553763,oggm4a,asvspoof,A07,0,trim,hidden,traditional_vocoder,-,-,-,-
TFM1,DF_E_2112567,oggm4a,vcc2020,Task2-team27,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,MM,F
VCC2TF1,DF_E_2363475,oggm4a,vcc2018,HUB-N05,0,notrim,eval,traditional_vocoder,HUB,N05,MF,-
VCC2TM1,DF_E_2163007,oggm4a,vcc2018,HUB-N04,0,notrim,eval,traditional_vocoder,HUB,N04,FM,-
TMM1,DF_E_2580554,oggm4a,vcc2020,Task2-team28,0,notrim,eval,neural_vocoder_autoregressive,Task2,team28,MM,M
TMM1,DF_E_2390435,oggm4a,vcc2020,Task2-team18,0,notrim,eval,unknown,Task2,team18,FM,M
VCC2TF2,DF_E_2111068,oggm4a,vcc2018,HUB-D04,0,notrim,eval,traditional_vocoder,HUB,D04,MF,-
VCC2TF2,DF_E_2250745,oggm4a,vcc2018,HUB-N04,0,notrim,eval,traditional_vocoder,HUB,N04,MF,-
TEF1,DF_E_2411741,oggm4a,vcc2020,Task1-team24,0,notrim,eval,neural_vocoder_autoregressive,Task1,team24,FF,E
LA_0040,DF_E_2301259,oggm4a,asvspoof,A12,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TMM1,DF_E_2215420,oggm4a,vcc2020,Task2-team09,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,MM,M
VCC2TF2,DF_E_2040560,oggm4a,vcc2018,HUB-N07,0,notrim,eval,traditional_vocoder,HUB,N07,FF,-
VCC2TF1,DF_E_2331637,oggm4a,vcc2018,SPO-N17,0,notrim,eval,neural_vocoder_autoregressive,SPO,N17,MF,-
VCC2TF1,DF_E_2167693,oggm4a,vcc2018,SPO-N11,0,notrim,eval,traditional_vocoder,SPO,N11,MF,-
VCC2TM1,DF_E_2261168,oggm4a,vcc2018,HUB-N03,0,notrim,eval,unknown,HUB,N03,FM,-
VCC2TM2,DF_E_2091499,oggm4a,vcc2018,HUB-N12,0,notrim,eval,traditional_vocoder,HUB,N12,FM,-
VCC2TF2,DF_E_2538306,oggm4a,vcc2018,SPO-N16,0,notrim,eval,traditional_vocoder,SPO,N16,FF,-
LA_0034,DF_E_2039033,oggm4a,asvspoof,A09,0,notrim,eval,traditional_vocoder,-,-,-,-
TGM1,DF_E_2364887,oggm4a,vcc2020,Task2-team12,0,notrim,eval,traditional_vocoder,Task2,team12,FM,G
LA_0015,DF_E_2163318,oggm4a,asvspoof,A08,0,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-
TMM1,DF_E_2143070,oggm4a,vcc2020,Task2-team29,0,notrim,eval,neural_vocoder_autoregressive,Task2,team29,MM,M
LA_0040,DF_E_2114323,oggm4a,asvspoof,A12,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0003,DF_E_2197376,oggm4a,asvspoof,A11,0,notrim,eval,traditional_vocoder,-,-,-,-
TMF1,DF_E_2153472,oggm4a,vcc2020,Task2-team25,0,notrim,eval,neural_vocoder_autoregressive,Task2,team25,MF,M
TEF2,DF_E_2256507,oggm4a,vcc2020,Task1-team29,0,notrim,eval,neural_vocoder_autoregressive,Task1,team29,FF,E
LA_0026,DF_E_2214777,oggm4a,asvspoof,A07,0,notrim,eval,traditional_vocoder,-,-,-,-
TFM1,DF_E_2529734,oggm4a,vcc2020,Task2-team08,0,notrim,eval,traditional_vocoder,Task2,team08,FM,F
VCC2TF2,DF_E_2534747,oggm4a,vcc2018,HUB-N16,0,notrim,eval,traditional_vocoder,HUB,N16,MF,-
VCC2TF1,DF_E_2536520,oggm4a,vcc2018,SPO-N03,0,notrim,eval,unknown,SPO,N03,FF,-
TEF1,DF_E_2184361,oggm4a,vcc2020,Task1-team32,0,notrim,eval,neural_vocoder_autoregressive,Task1,team32,FF,E
VCC2TF2,DF_E_2235347,oggm4a,vcc2018,HUB-D01,0,notrim,eval,traditional_vocoder,HUB,D01,FF,-
TGF1,DF_E_2291592,oggm4a,vcc2020,Task2-team32,0,notrim,eval,neural_vocoder_autoregressive,Task2,team32,MF,G
TFF1,DF_E_2457141,oggm4a,vcc2020,Task2-team05,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,MF,F
LA_0014,DF_E_2246536,oggm4a,asvspoof,A09,0,notrim,eval,traditional_vocoder,-,-,-,-
TGF1,DF_E_2102044,oggm4a,vcc2020,Task2-team27,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FF,G
TGM1,DF_E_2184453,oggm4a,vcc2020,Task2-team28,0,notrim,eval,neural_vocoder_autoregressive,Task2,team28,FM,G
TFF1,DF_E_2333928,oggm4a,vcc2020,Task2-team33,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,MF,F
TEF1,DF_E_2107521,oggm4a,vcc2020,Task1-team33,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team33,FF,E
LA_0033,DF_E_2439045,oggm4a,asvspoof,A19,0,notrim,eval,traditional_vocoder,-,-,-,-
LA_0013,DF_E_2391103,oggm4a,asvspoof,A13,0,notrim,eval,traditional_vocoder,-,-,-,-
TEF2,DF_E_2443889,oggm4a,vcc2020,Task1-team32,0,notrim,eval,neural_vocoder_autoregressive,Task1,team32,FF,E
VCC2TF1,DF_E_2101649,oggm4a,vcc2018,HUB-D02,0,notrim,eval,traditional_vocoder,HUB,D02,MF,-
VCC2TF2,DF_E_2126490,oggm4a,vcc2018,SPO-N18,0,notrim,eval,traditional_vocoder,SPO,N18,MF,-
TEM1,DF_E_2000356,oggm4a,vcc2020,Task1-team27,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team27,MM,E
TFM1,DF_E_2146450,oggm4a,vcc2020,Task2-team09,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,FM,F
TGF1,DF_E_2580612,oggm4a,vcc2020,Task2-team06,0,notrim,eval,traditional_vocoder,Task2,team06,MF,G
TGF1,DF_E_2242715,oggm4a,vcc2020,Task2-team24,0,notrim,eval,neural_vocoder_autoregressive,Task2,team24,FF,G
TFM1,DF_E_2251534,oggm4a,vcc2020,Task2-team18,0,notrim,eval,unknown,Task2,team18,MM,F
VCC2TM2,DF_E_2097788,oggm4a,vcc2018,HUB-D02,0,notrim,eval,traditional_vocoder,HUB,D02,FM,-
VCC2TF2,DF_E_2295583,oggm4a,vcc2018,SPO-N10,0,notrim,eval,neural_vocoder_autoregressive,SPO,N10,FF,-
TMF1,DF_E_2336842,oggm4a,vcc2020,Task2-team06,0,notrim,eval,traditional_vocoder,Task2,team06,MF,M
LA_0026,DF_E_2500358,oggm4a,asvspoof,A12,0,trim,hidden,neural_vocoder_autoregressive,-,-,-,-
VCC2TF2,DF_E_2023943,oggm4a,vcc2018,HUB-N20,0,notrim,eval,traditional_vocoder,HUB,N20,FF,-
LA_0031,DF_E_2234367,oggm4a,asvspoof,A08,0,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-
TEF2,DF_E_2147553,oggm4a,vcc2020,Task1-team22,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team22,FF,E
VCC2TF1,DF_E_2344064,oggm4a,vcc2018,SPO-N10,0,notrim,eval,neural_vocoder_autoregressive,SPO,N10,MF,-
TFF1,DF_E_2551251,oggm4a,vcc2020,Task2-team32,0,notrim,eval,neural_vocoder_autoregressive,Task2,team32,MF,F
LA_0031,DF_E_2523585,oggm4a,asvspoof,A10,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
VCC2TM1,DF_E_2078014,oggm4a,vcc2018,SPO-N11,0,notrim,eval,traditional_vocoder,SPO,N11,MM,-
TFM1,DF_E_2421112,oggm4a,vcc2020,Task2-team20,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team20,MM,F
LA_0040,DF_E_2403809,oggm4a,asvspoof,A15,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0008,DF_E_2083365,oggm4a,asvspoof,A09,0,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TF1,DF_E_2037029,oggm4a,vcc2018,SPO-N10,0,notrim,eval,neural_vocoder_autoregressive,SPO,N10,MF,-
TGM1,DF_E_2278264,oggm4a,vcc2020,Task2-team09,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,FM,G
VCC2TM1,DF_E_2492783,oggm4a,vcc2018,HUB-N06,0,notrim,eval,traditional_vocoder,HUB,N06,MM,-
VCC2TF2,DF_E_2148361,oggm4a,vcc2018,SPO-N13,0,notrim,eval,traditional_vocoder,SPO,N13,MF,-
TFF1,DF_E_2379314,oggm4a,vcc2020,Task2-team32,0,notrim,eval,neural_vocoder_autoregressive,Task2,team32,FF,F
VCC2TF1,DF_E_2130802,oggm4a,vcc2018,SPO-N18,0,notrim,eval,traditional_vocoder,SPO,N18,FF,-
VCC2TF2,DF_E_2140740,oggm4a,vcc2018,SPO-N04,0,notrim,eval,traditional_vocoder,SPO,N04,FF,-
TEM2,DF_E_2416877,oggm4a,vcc2020,Task1-team32,0,notrim,eval,neural_vocoder_autoregressive,Task1,team32,MM,E
LA_0006,DF_E_2349200,oggm4a,asvspoof,A14,0,notrim,eval,traditional_vocoder,-,-,-,-
TEF1,DF_E_2533686,oggm4a,vcc2020,Task1-team20,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,FF,E
TEF2,DF_E_2136680,oggm4a,vcc2020,Task1-team13,0,notrim,eval,neural_vocoder_autoregressive,Task1,team13,MF,E
LA_0023,DF_E_2029652,oggm4a,asvspoof,A09,0,notrim,eval,traditional_vocoder,-,-,-,-
TMF1,DF_E_2296367,oggm4a,vcc2020,Task2-team18,0,notrim,eval,unknown,Task2,team18,FF,M
TEF2,DF_E_2427753,oggm4a,vcc2020,Task1-team09,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team09,MF,E
VCC2TF1,DF_E_2019584,oggm4a,vcc2018,HUB-D01,0,notrim,eval,traditional_vocoder,HUB,D01,FF,-
TGM1,DF_E_2476642,oggm4a,vcc2020,Task2-team28,0,notrim,eval,neural_vocoder_autoregressive,Task2,team28,FM,G
VCC2TM1,DF_E_2095191,oggm4a,vcc2018,HUB-N03,0,notrim,eval,unknown,HUB,N03,MM,-
VCC2TF2,DF_E_2398978,oggm4a,vcc2018,SPO-N18,0,notrim,eval,traditional_vocoder,SPO,N18,MF,-
TEM2,DF_E_2566267,oggm4a,vcc2020,Task1-team12,0,notrim,eval,traditional_vocoder,Task1,team12,FM,E
VCC2TM1,DF_E_2465273,oggm4a,vcc2018,HUB-N13,0,notrim,eval,traditional_vocoder,HUB,N13,MM,-
VCC2TF2,DF_E_2337574,oggm4a,vcc2018,HUB-N05,0,notrim,eval,traditional_vocoder,HUB,N05,MF,-
TEM1,DF_E_2158351,oggm4a,vcc2020,Task1-team01,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MM,E
TFM1,DF_E_2274474,oggm4a,vcc2020,Task2-team24,0,notrim,eval,neural_vocoder_autoregressive,Task2,team24,FM,F
VCC2TF2,DF_E_2513683,oggm4a,vcc2018,SPO-N12,0,notrim,eval,traditional_vocoder,SPO,N12,MF,-
VCC2TF2,DF_E_2275042,oggm4a,vcc2018,HUB-D03,0,notrim,eval,traditional_vocoder,HUB,D03,MF,-
TEM2,DF_E_2153200,oggm4a,vcc2020,Task1-team23,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team23,FM,E
TEF2,DF_E_2544664,oggm4a,vcc2020,Task1-team23,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team23,FF,E
VCC2TF1,DF_E_2138221,oggm4a,vcc2018,SPO-N18,0,notrim,eval,traditional_vocoder,SPO,N18,FF,-
TGF1,DF_E_2009685,oggm4a,vcc2020,Task2-team08,0,notrim,eval,traditional_vocoder,Task2,team08,FF,G
VCC2TF2,DF_E_2263577,oggm4a,vcc2018,HUB-D02,0,notrim,eval,traditional_vocoder,HUB,D02,MF,-
VCC2TM1,DF_E_2200133,oggm4a,vcc2018,SPO-N05,0,notrim,eval,traditional_vocoder,SPO,N05,MM,-
TGF1,DF_E_2143989,oggm4a,vcc2020,Task2-team19,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,MF,G
VCC2TF2,DF_E_2102436,oggm4a,vcc2018,HUB-N17,0,notrim,eval,neural_vocoder_autoregressive,HUB,N17,FF,-
TMF1,DF_E_2035826,oggm4a,vcc2020,Task2-team19,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,FF,M
TMM1,DF_E_2262065,oggm4a,vcc2020,Task2-team09,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,FM,M
TEF1,DF_E_2358896,oggm4a,vcc2020,Task1-team09,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team09,FF,E
TGF1,DF_E_2075245,oggm4a,vcc2020,Task2-team25,0,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FF,G
LA_0046,DF_E_2380830,oggm4a,asvspoof,A18,0,notrim,eval,traditional_vocoder,-,-,-,-
LA_0001,DF_E_2075792,oggm4a,asvspoof,A12,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TEM2,DF_E_2258794,oggm4a,vcc2020,Task1-team01,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,FM,E
LA_0040,DF_E_2046890,oggm4a,asvspoof,A15,0,trim,hidden,neural_vocoder_autoregressive,-,-,-,-
TGF1,DF_E_2255664,oggm4a,vcc2020,Task2-team25,0,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FF,G
LA_0039,DF_E_2481815,oggm4a,asvspoof,A14,0,notrim,eval,traditional_vocoder,-,-,-,-
LA_0005,DF_E_2069729,oggm4a,asvspoof,A16,0,trim,hidden,waveform_concatenation,-,-,-,-
LA_0002,DF_E_2400672,oggm4a,asvspoof,A10,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TEF1,DF_E_2221524,oggm4a,vcc2020,Task1-team06,0,notrim,eval,traditional_vocoder,Task1,team06,MF,E
TFM1,DF_E_2269941,oggm4a,vcc2020,Task2-team05,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,FM,F
VCC2TF1,DF_E_2301277,oggm4a,vcc2018,HUB-D02,0,notrim,eval,traditional_vocoder,HUB,D02,FF,-
TFM1,DF_E_2420206,oggm4a,vcc2020,Task2-team24,0,notrim,eval,neural_vocoder_autoregressive,Task2,team24,MM,F
VCC2TM1,DF_E_2440680,oggm4a,vcc2018,SPO-N17,0,notrim,eval,neural_vocoder_autoregressive,SPO,N17,MM,-
LA_0003,DF_E_2071776,oggm4a,asvspoof,A12,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0022,DF_E_2354790,oggm4a,asvspoof,A13,0,notrim,eval,traditional_vocoder,-,-,-,-
LA_0044,DF_E_2062949,oggm4a,asvspoof,A14,0,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TM1,DF_E_2329561,oggm4a,vcc2018,HUB-N18,0,notrim,eval,traditional_vocoder,HUB,N18,MM,-
TFM1,DF_E_2172181,oggm4a,vcc2020,Task2-team25,0,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FM,F
LA_0036,DF_E_2030951,oggm4a,asvspoof,A08,0,trim,hidden,neural_vocoder_nonautoregressive,-,-,-,-
LA_0017,DF_E_2009182,oggm4a,asvspoof,A18,0,notrim,eval,traditional_vocoder,-,-,-,-
TEF2,DF_E_2064101,oggm4a,vcc2020,Task1-team01,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MF,E
TEM2,DF_E_2172877,oggm4a,vcc2020,Task1-team30,0,notrim,eval,unknown,Task1,team30,FM,E
TMF1,DF_E_2301679,oggm4a,vcc2020,Task2-team10,0,notrim,eval,neural_vocoder_autoregressive,Task2,team10,MF,M
VCC2TM1,DF_E_2492760,oggm4a,vcc2018,SPO-N12,0,notrim,eval,traditional_vocoder,SPO,N12,FM,-
VCC2TM1,DF_E_2327156,oggm4a,vcc2018,HUB-B01,0,notrim,eval,traditional_vocoder,HUB,B01,MM,-
LA_0027,DF_E_2093796,oggm4a,asvspoof,A10,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
VCC2TM1,DF_E_2582396,oggm4a,vcc2018,SPO-N05,0,notrim,eval,traditional_vocoder,SPO,N05,FM,-
TFF1,DF_E_2079167,oggm4a,vcc2020,Task2-team26,0,notrim,eval,traditional_vocoder,Task2,team26,FF,F
TEM2,DF_E_2022240,oggm4a,vcc2020,Task1-team27,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team27,MM,E
VCC2TF2,DF_E_2370410,oggm4a,vcc2018,HUB-N04,0,notrim,eval,traditional_vocoder,HUB,N04,FF,-
LA_0036,DF_E_2532686,oggm4a,asvspoof,A14,0,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TM2,DF_E_2074413,oggm4a,vcc2018,SPO-N12,0,notrim,eval,traditional_vocoder,SPO,N12,FM,-
TEF2,DF_E_2361031,oggm4a,vcc2020,Task1-team06,0,notrim,eval,traditional_vocoder,Task1,team06,FF,E
TMM1,DF_E_2184420,oggm4a,vcc2020,Task2-team11,0,notrim,eval,neural_vocoder_autoregressive,Task2,team11,MM,M
VCC2TM1,DF_E_2110425,oggm4a,vcc2018,SPO-B01,0,notrim,eval,traditional_vocoder,SPO,B01,MM,-
VCC2TF2,DF_E_2508551,oggm4a,vcc2018,SPO-N05,0,notrim,eval,traditional_vocoder,SPO,N05,FF,-
TGF1,DF_E_2533557,oggm4a,vcc2020,Task2-team19,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,FF,G
TFF1,DF_E_2441310,oggm4a,vcc2020,Task2-team28,0,notrim,eval,neural_vocoder_autoregressive,Task2,team28,FF,F
LA_0033,DF_E_2196845,oggm4a,asvspoof,A11,0,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TM1,DF_E_2332692,oggm4a,vcc2018,SPO-N03,0,notrim,eval,unknown,SPO,N03,MM,-
VCC2TM2,DF_E_2107899,oggm4a,vcc2018,HUB-D02,0,notrim,eval,traditional_vocoder,HUB,D02,MM,-
TEM2,DF_E_2023015,oggm4a,vcc2020,Task1-team19,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team19,MM,E
VCC2TM2,DF_E_2056260,oggm4a,vcc2018,HUB-N10,0,notrim,eval,neural_vocoder_autoregressive,HUB,N10,FM,-
TEF1,DF_E_2014738,oggm4a,vcc2020,Task1-team33,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team33,FF,E
VCC2TM1,DF_E_2161678,oggm4a,vcc2018,SPO-N11,0,notrim,eval,traditional_vocoder,SPO,N11,FM,-
TFF1,DF_E_2460926,oggm4a,vcc2020,Task2-team32,0,notrim,eval,neural_vocoder_autoregressive,Task2,team32,MF,F
LA_0032,DF_E_2144245,oggm4a,asvspoof,A07,0,notrim,eval,traditional_vocoder,-,-,-,-
TFF1,DF_E_2034783,oggm4a,vcc2020,Task2-team20,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team20,FF,F
VCC2TF2,DF_E_2548346,oggm4a,vcc2018,HUB-N06,0,notrim,eval,traditional_vocoder,HUB,N06,MF,-
VCC2TF2,DF_E_2249290,oggm4a,vcc2018,SPO-N16,0,notrim,eval,traditional_vocoder,SPO,N16,MF,-
TEF1,DF_E_2090588,oggm4a,vcc2020,Task1-team28,0,notrim,eval,neural_vocoder_autoregressive,Task1,team28,FF,E
TEM1,DF_E_2263061,oggm4a,vcc2020,Task1-team09,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team09,MM,E
TMM1,DF_E_2182275,oggm4a,vcc2020,Task2-team25,0,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FM,M
TFF1,DF_E_2492540,oggm4a,vcc2020,Task2-team06,0,notrim,eval,traditional_vocoder,Task2,team06,FF,F
VCC2TM1,DF_E_2173827,oggm4a,vcc2018,HUB-N06,0,notrim,eval,traditional_vocoder,HUB,N06,FM,-
VCC2TM1,DF_E_2408504,oggm4a,vcc2018,HUB-N07,0,notrim,eval,traditional_vocoder,HUB,N07,FM,-
VCC2TM2,DF_E_2314573,oggm4a,vcc2018,SPO-B01,0,notrim,eval,traditional_vocoder,SPO,B01,FM,-
VCC2TF2,DF_E_2480136,oggm4a,vcc2018,HUB-N19,0,notrim,eval,traditional_vocoder,HUB,N19,MF,-
VCC2TF1,DF_E_2382082,oggm4a,vcc2018,HUB-N18,0,notrim,eval,traditional_vocoder,HUB,N18,MF,-
TGF1,DF_E_2328504,oggm4a,vcc2020,Task2-team22,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team22,FF,G
VCC2TF2,DF_E_2324204,oggm4a,vcc2018,HUB-D05,0,notrim,eval,traditional_vocoder,HUB,D05,MF,-
VCC2TF2,DF_E_2383998,oggm4a,vcc2018,HUB-N07,0,notrim,eval,traditional_vocoder,HUB,N07,FF,-
LA_0032,DF_E_2043965,oggm4a,asvspoof,A16,0,notrim,eval,waveform_concatenation,-,-,-,-
LA_0033,DF_E_2477045,oggm4a,asvspoof,A13,0,notrim,eval,traditional_vocoder,-,-,-,-
TEF2,DF_E_2399346,oggm4a,vcc2020,Task1-team27,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team27,MF,E
LA_0036,DF_E_2398826,oggm4a,asvspoof,A18,0,notrim,eval,traditional_vocoder,-,-,-,-
TFF1,DF_E_2377326,oggm4a,vcc2020,Task2-team02,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team02,MF,F
LA_0005,DF_E_2307656,oggm4a,asvspoof,A15,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0011,DF_E_2467459,oggm4a,asvspoof,A18,0,notrim,eval,traditional_vocoder,-,-,-,-
TGF1,DF_E_2191175,oggm4a,vcc2020,Task2-team02,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team02,FF,G
TEF1,DF_E_2290681,oggm4a,vcc2020,Task1-team22,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team22,FF,E
TFF1,DF_E_2423128,oggm4a,vcc2020,Task2-team06,0,notrim,eval,traditional_vocoder,Task2,team06,MF,F
TGF1,DF_E_2288249,oggm4a,vcc2020,Task2-team30,0,notrim,eval,unknown,Task2,team30,MF,G
VCC2TF1,DF_E_2206187,oggm4a,vcc2018,HUB-N14,0,notrim,eval,traditional_vocoder,HUB,N14,MF,-
LA_0044,DF_E_2505921,oggm4a,asvspoof,A19,0,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TF1,DF_E_2142418,oggm4a,vcc2018,HUB-N10,0,notrim,eval,neural_vocoder_autoregressive,HUB,N10,MF,-
LA_0040,DF_E_2176131,oggm4a,asvspoof,A18,0,notrim,eval,traditional_vocoder,-,-,-,-
TMF1,DF_E_2258686,oggm4a,vcc2020,Task2-team12,0,notrim,eval,traditional_vocoder,Task2,team12,MF,M
TEF1,DF_E_2051778,oggm4a,vcc2020,Task1-team02,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team02,FF,E
VCC2TM1,DF_E_2412117,oggm4a,vcc2018,HUB-N13,0,notrim,eval,traditional_vocoder,HUB,N13,FM,-
LA_0041,DF_E_2378148,oggm4a,asvspoof,A10,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0028,DF_E_2030468,oggm4a,asvspoof,A13,0,notrim,eval,traditional_vocoder,-,-,-,-
TEF1,DF_E_2282727,oggm4a,vcc2020,Task1-team06,0,notrim,eval,traditional_vocoder,Task1,team06,FF,E
LA_0024,DF_E_2083372,oggm4a,asvspoof,A18,0,notrim,eval,traditional_vocoder,-,-,-,-
LA_0024,DF_E_2225155,oggm4a,asvspoof,A11,0,notrim,eval,traditional_vocoder,-,-,-,-
TMF1,DF_E_2370562,oggm4a,vcc2020,Task2-team15,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,MF,M
TEM2,DF_E_2064669,oggm4a,vcc2020,Task1-team08,0,notrim,eval,traditional_vocoder,Task1,team08,MM,E
LA_0013,DF_E_2489214,oggm4a,asvspoof,A11,0,notrim,eval,traditional_vocoder,-,-,-,-
TEM2,DF_E_2252192,oggm4a,vcc2020,Task1-team10,0,notrim,eval,neural_vocoder_autoregressive,Task1,team10,MM,E
TEM2,DF_E_2388750,oggm4a,vcc2020,Task1-team25,0,notrim,eval,neural_vocoder_autoregressive,Task1,team25,FM,E
TFM1,DF_E_2293188,oggm4a,vcc2020,Task2-team31,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,MM,F
LA_0001,DF_E_2353725,oggm4a,asvspoof,A16,0,notrim,eval,waveform_concatenation,-,-,-,-
VCC2TF2,DF_E_2182938,oggm4a,vcc2018,SPO-N04,0,notrim,eval,traditional_vocoder,SPO,N04,FF,-
TMM1,DF_E_2356171,oggm4a,vcc2020,Task2-team07,0,notrim,eval,neural_vocoder_autoregressive,Task2,team07,FM,M
TGF1,DF_E_2518735,oggm4a,vcc2020,Task2-team23,0,notrim,eval,neural_vocoder_autoregressive,Task2,team23,MF,G
LA_0040,DF_E_2544388,oggm4a,asvspoof,A07,0,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TF2,DF_E_2021228,oggm4a,vcc2018,HUB-D03,0,notrim,eval,traditional_vocoder,HUB,D03,FF,-
TEF2,DF_E_2353457,oggm4a,vcc2020,Task1-team25,0,notrim,eval,neural_vocoder_autoregressive,Task1,team25,FF,E
TEM2,DF_E_2401807,oggm4a,vcc2020,Task1-team04,0,notrim,eval,neural_vocoder_autoregressive,Task1,team04,FM,E
TGM1,DF_E_2492794,oggm4a,vcc2020,Task2-team09,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,FM,G
LA_0015,DF_E_2529863,oggm4a,asvspoof,A13,0,notrim,eval,traditional_vocoder,-,-,-,-
LA_0003,DF_E_2357421,oggm4a,asvspoof,A12,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TGM1,DF_E_2477998,oggm4a,vcc2020,Task2-team13,0,notrim,eval,neural_vocoder_autoregressive,Task2,team13,MM,G
VCC2TM1,DF_E_2272120,oggm4a,vcc2018,HUB-N18,0,notrim,eval,traditional_vocoder,HUB,N18,FM,-
TEF1,DF_E_2527090,oggm4a,vcc2020,Task1-team23,0,notrim,eval,neural_vocoder_nonautoregressive,Task1,team23,MF,E
LA_0013,DF_E_2136726,oggm4a,asvspoof,A17,0,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TF2,DF_E_2136697,oggm4a,vcc2018,HUB-N07,0,notrim,eval,traditional_vocoder,HUB,N07,FF,-
TMF1,DF_E_2492279,oggm4a,vcc2020,Task2-team06,0,notrim,eval,traditional_vocoder,Task2,team06,MF,M
LA_0041,DF_E_2458198,oggm4a,asvspoof,A12,0,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0040,DF_E_2434733,oggm4a,asvspoof,A14,0,notrim,eval,traditional_vocoder,-,-,-,-
TMF1,DF_E_2183869,oggm4a,vcc2020,Task2-team22,0,notrim,eval,neural_vocoder_nonautoregressive,Task2,team22,FF,M
LA_0040,DF_E_2239499,oggm4a,asvspoof,A08,0,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-
